timestamp,demand_mw,pt_demand_mw,es_demand_mw,irradiance_w_m2,ambient_temperature_c,wind_speed_m_s,pt_irradiance_w_m2,es_irradiance_w_m2,pt_ambient_temperature_c,es_ambient_temperature_c,pt_wind_speed_m_s,es_wind_speed_m_s,pt_hydro_inflow_mw_water,es_hydro_inflow_mw_water,import_price_eur_per_mwh
2024-06-30T06:00:00Z,35435.368846,6293.287673,29142.081174,0.0,24.0,8.688023,0.0,0.0,22.0,25.0,9.186312,8.03923,1377.997074,2650.0,82.0
2024-06-30T07:00:00Z,36308.206158,6422.882054,29885.324104,204.719259,25.112605,8.7,195.818422,213.620097,22.890084,26.335126,9.2,7.982982,1377.997074,2650.0,86.005377
2024-06-30T08:00:00Z,36974.369033,6473.628604,30500.740429,399.17304,26.169419,8.688023,381.81769,416.52839,23.735535,27.603302,9.186312,7.919253,1377.997074,2650.0,89.809907
2024-06-30T09:00:00Z,37164.638722,6422.882858,30741.755864,573.610618,27.117449,8.652296,548.671026,598.55021,24.493959,28.740939,9.145481,7.848528,1377.997074,2650.0,93.222816
2024-06-30T10:00:00Z,36794.314193,6293.295319,30501.018874,719.284964,27.909157,8.593431,688.011705,750.558223,25.127326,29.690989,9.078207,7.771345,1377.997074,2650.0,96.072967
2024-06-30T11:00:00Z,36023.963095,6136.834186,29887.12891,828.891358,28.504844,8.512436,792.852604,864.930113,25.603875,30.405813,8.985641,7.688292,1377.997074,2650.0,98.21744
2024-06-30T12:00:00Z,35153.572329,6001.995903,29151.576426,896.933679,28.87464,8.410695,857.936563,935.930796,25.899712,30.849567,8.869365,7.6,1377.997074,2650.0,99.548702
2024-06-30T13:00:00Z,34453.700494,5912.372277,28541.328216,920.0,29.0,8.289949,880.0,960.0,26.0,31.0,8.731371,7.507142,1377.997074,2650.0,100.0
2024-06-30T14:00:00Z,34082.363001,5869.182608,28213.180393,896.933679,28.87464,8.152266,857.936563,935.930796,25.899712,30.849567,8.574018,7.410424,1377.997074,2650.0,99.548702
2024-06-30T15:00:00Z,34127.294004,5868.915489,28258.378515,828.891358,28.504844,8.0,792.852604,864.930113,25.603875,30.405813,8.4,7.310583,1377.997074,2650.0,98.21744
2024-06-30T16:00:00Z,34674.766489,5919.903152,28754.863337,719.284964,27.909157,7.835757,688.011705,750.558223,25.127326,29.690989,8.212293,7.208378,1377.997074,2650.0,96.072967
2024-06-30T17:00:00Z,35770.758266,6044.247015,29726.511251,573.610618,27.117449,7.662347,548.671026,598.55021,24.493959,28.740939,8.01411,7.104587,1377.997074,2650.0,93.222816
2024-06-30T18:00:00Z,37256.365147,6256.544371,30999.820776,399.17304,26.169419,7.482737,381.81769,416.52839,23.735535,27.603302,7.808842,7.0,1377.997074,2650.0,89.809907
2024-06-30T19:00:00Z,38656.611242,6527.143086,32129.468155,204.719259,25.112605,7.3,195.818422,213.620097,22.890084,26.335126,7.6,6.895413,1377.997074,2650.0,95.005377
2024-06-30T20:00:00Z,39352.063415,6765.682943,32586.380472,0.0,24.0,7.117263,0.0,0.0,22.0,25.0,7.391158,6.791622,1377.997074,2650.0,91.0
2024-06-30T21:00:00Z,38990.663265,6862.046906,32128.61636,0.0,24.0,6.937653,0.0,0.0,22.0,25.0,7.18589,6.689417,1377.997074,2650.0,91.0
2024-06-30T22:00:00Z,37761.370736,6765.677935,30995.692802,0.0,24.0,6.764243,0.0,0.0,22.0,25.0,6.987707,6.589576,1377.997074,2650.0,82.0
2024-06-30T23:00:00Z,36237.072879,6527.109875,29709.963004,0.0,24.0,6.6,0.0,0.0,22.0,25.0,6.8,6.492858,1377.997074,2650.0,82.0
